"CODE","ID","NOWAGE","NAME","GENDER","INVEST_TOT","R_DATE","F_TYPE","F_SELECT","GOALMONEY","GOALTIME","SAVEDMONEY","POSITIVEMONEY","REQUIRETIME","SHORTAGEMONEY","SURPLUSMONEY","REQUIREMONEY_M","HOME_SELECT","HOME_REGION","HOME_TYPE","HOME_M","EDU_N","EDU_1","EDU_2","RETIRE_P","RETIRE_PAY","RETIRE_G","ETC_GOAL"
"1807284","test01",24,"시험용",0,86,"2017-04-28 23:49:05",2,0,4723,7,0,12,3,3621,0,51,0,0,0,0,1,7,0,0,0,0,"목돈만들기"
"1807284","test01",24,"시험용",0,86,"2017-04-28 23:49:05",3,0,16969,39,7639,12,9,2547,0,11,0,0,0,0,0,0,0,153,12918,1,"목돈만들기"
"1807284","test01",24,"시험용",0,86,"2017-04-28 23:49:05",4,0,6731,8,0,24,2,4064,0,61,0,0,0,0,0,0,0,153,12918,1,"목돈만들기"
"14480743","test01",51,"시험용",1,208,"2017-04-28 23:49:05",0,0,4623,7,0,50,1,31,0,50,0,1,849,30,0,0,0,0,0,0,"목돈만들기"
"14480743","test01",51,"시험용",1,208,"2017-04-28 23:49:05",1,1,3436,8,0,31,1,0,9,31,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"14480743","test01",51,"시험용",1,208,"2017-04-28 23:49:05",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"14480743","test01",51,"시험용",1,208,"2017-04-28 23:49:06",3,0,10573,14,8464,19,2,1533,0,19,0,0,0,0,0,0,0,169,15392,1,"목돈만들기"
"14480743","test01",51,"시험용",1,208,"2017-04-28 23:49:06",4,0,7969,4,0,105,1,3635,0,193,0,0,0,0,0,0,0,169,15392,1,"목돈만들기"
"31434597","test01",46,"시험용",1,86,"2017-04-28 23:49:06",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"31434597","test01",46,"시험용",1,86,"2017-04-28 23:49:06",1,1,1917,10,0,14,1,0,28,14,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"31434597","test01",46,"시험용",1,86,"2017-04-28 23:49:06",2,0,4865,11,0,49,1,0,2901,31,0,0,0,0,1,11,0,0,0,0,"목돈만들기"
"31434597","test01",46,"시험용",1,86,"2017-04-28 23:49:06",3,0,4467,13,6309,1,7,980,0,-1,0,0,0,0,0,0,0,126,8926,1,"목돈만들기"
"31434597","test01",46,"시험용",1,86,"2017-04-28 23:49:06",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,8926,1,"목돈만들기"
"64422590","test01",42,"시험용",1,153,"2017-04-28 23:49:07",0,0,6472,10,0,47,1,0,58,47,0,1,849,36,0,0,0,0,0,0,"목돈만들기"
"64422590","test01",42,"시험용",1,153,"2017-04-28 23:49:07",1,1,5214,3,0,61,1,3593,0,196,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"64422590","test01",42,"시험용",1,153,"2017-04-28 23:49:07",2,0,4902,12,0,24,1,606,0,27,0,0,0,0,1,12,0,0,0,0,"목돈만들기"
"64422590","test01",42,"시험용",1,153,"2017-04-28 23:49:07",3,0,3295,15,5707,-3,-2,1664,0,-3,0,0,0,0,0,0,0,114,7122,1,"목돈만들기"
"64422590","test01",42,"시험용",1,153,"2017-04-28 23:49:07",4,0,9058,8,0,24,2,6391,0,82,0,0,0,0,0,0,0,114,7122,1,"목돈만들기"
"50175534","test01",23,"시험용",0,79,"2017-04-28 23:49:07",0,0,8984,13,0,38,2,1363,0,45,0,1,2152,23,0,0,0,0,0,0,"목돈만들기"
"50175534","test01",23,"시험용",0,79,"2017-04-28 23:49:07",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"50175534","test01",23,"시험용",0,79,"2017-04-28 23:49:08",2,0,5941,12,0,6,6,4867,0,33,0,0,0,0,2,12,13,0,0,0,"목돈만들기"
"50175534","test01",23,"시험용",0,79,"2017-04-28 23:49:08",3,0,10906,37,6615,6,9,2033,0,8,0,0,0,0,0,0,0,132,9844,1,"목돈만들기"
"50175534","test01",23,"시험용",0,79,"2017-04-28 23:49:08",4,0,4661,15,0,13,2,1451,0,19,0,0,0,0,0,0,0,132,9844,1,"목돈만들기"
"21945261","test01",28,"시험용",0,239,"2017-04-28 23:49:08",0,0,8614,8,0,78,1,0,53,78,0,1,1582,30,0,0,0,0,0,0,"목돈만들기"
"21945261","test01",28,"시험용",0,239,"2017-04-28 23:49:08",1,1,4723,3,0,124,0,1427,0,178,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"21945261","test01",28,"시험용",0,239,"2017-04-28 23:49:08",2,0,4902,12,0,27,1,69,0,27,0,0,0,0,1,12,0,0,0,0,"목돈만들기"
"21945261","test01",28,"시험용",0,239,"2017-04-28 23:49:08",3,0,8400,31,6286,7,7,2993,0,7,0,0,0,0,0,0,0,126,8858,1,"목돈만들기"
"21945261","test01",28,"시험용",0,239,"2017-04-28 23:49:09",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,8858,1,"목돈만들기"
"64677531","test01",46,"시험용",1,231,"2017-04-28 23:49:09",0,0,26039,10,0,142,1,6310,0,187,0,1,2152,40,0,0,0,0,0,0,"목돈만들기"
"64677531","test01",46,"시험용",1,231,"2017-04-28 23:49:09",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"64677531","test01",46,"시험용",1,231,"2017-04-28 23:49:09",2,0,8882,12,0,41,1,1543,0,50,0,0,0,0,4,12,13,0,0,0,"목돈만들기"
"64677531","test01",46,"시험용",1,231,"2017-04-28 23:49:09",3,0,14996,20,8748,25,3,2039,0,25,0,0,0,0,0,0,0,175,16243,1,"목돈만들기"
"64677531","test01",46,"시험용",1,231,"2017-04-28 23:49:09",4,0,948,12,0,5,1,53,0,5,0,0,0,0,0,0,0,175,16243,1,"목돈만들기"
"82237392","test01",54,"시험용",1,94,"2017-04-28 23:49:10",0,0,8732,5,0,37,2,6623,0,153,0,1,849,34,0,0,0,0,0,0,"목돈만들기"
"82237392","test01",54,"시험용",1,94,"2017-04-28 23:49:10",1,1,3532,7,0,26,1,1144,0,38,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"82237392","test01",54,"시험용",1,94,"2017-04-28 23:49:10",2,0,4865,11,0,10,3,3280,0,31,0,0,0,0,1,11,0,0,0,0,"목돈만들기"
"82237392","test01",54,"시험용",1,94,"2017-04-28 23:49:10",3,0,16279,16,9960,10,6,6547,0,34,0,0,0,0,0,0,0,199,19880,1,"목돈만들기"
"82237392","test01",54,"시험용",1,94,"2017-04-28 23:49:10",4,0,3950,9,0,10,3,2633,0,30,0,0,0,0,0,0,0,199,19880,1,"목돈만들기"
"49818421","test01",32,"시험용",0,55,"2017-04-28 23:49:11",0,0,5360,13,0,24,2,547,0,27,0,0,1582,28,0,0,0,0,0,0,"목돈만들기"
"49818421","test01",32,"시험용",0,55,"2017-04-28 23:49:11",1,1,5323,3,0,17,2,4871,0,200,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"49818421","test01",32,"시험용",0,55,"2017-04-28 23:49:11",2,0,5884,6,0,7,5,5367,0,80,0,0,0,0,2,6,8,0,0,0,"목돈만들기"
"49818421","test01",32,"시험용",0,55,"2017-04-28 23:49:11",3,0,3252,24,5335,1,14,2314,0,1,0,0,0,0,0,0,0,107,6006,1,"목돈만들기"
"49818421","test01",32,"시험용",0,55,"2017-04-28 23:49:11",4,0,3982,9,0,7,4,3060,0,30,0,0,0,0,0,0,0,107,6006,1,"목돈만들기"
"22093067","test01",27,"시험용",0,9,"2017-04-28 23:49:11",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"22093067","test01",27,"시험용",0,9,"2017-04-28 23:49:12",1,1,8332,10,0,4,11,7776,0,60,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"22093067","test01",27,"시험용",0,9,"2017-04-28 23:49:12",2,0,8882,8,0,2,17,8660,0,80,0,0,0,0,4,8,9,0,0,0,"목돈만들기"
"22093067","test01",27,"시험용",0,9,"2017-04-28 23:49:12",3,0,6960,31,5990,2,12,3071,0,6,0,0,0,0,0,0,0,120,7970,1,"목돈만들기"
"22093067","test01",27,"시험용",0,9,"2017-04-28 23:49:12",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,7970,1,"목돈만들기"
"44874921","test01",33,"시험용",0,153,"2017-04-28 23:49:12",0,0,4777,6,0,66,1,0,96,65,0,1,849,31,0,0,0,0,0,0,"목돈만들기"
"44874921","test01",33,"시험용",0,153,"2017-04-28 23:49:12",1,1,8588,8,0,47,1,3365,0,77,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"44874921","test01",33,"시험용",0,153,"2017-04-28 23:49:13",2,0,8767,12,0,19,3,5366,0,49,0,0,0,0,4,12,14,0,0,0,"목돈만들기"
"44874921","test01",33,"시험용",0,153,"2017-04-28 23:49:13",3,0,4471,24,5661,3,8,2306,0,3,0,0,0,0,0,0,0,113,6984,1,"목돈만들기"
"44874921","test01",33,"시험용",0,153,"2017-04-28 23:49:13",4,0,5195,11,0,19,2,2184,0,33,0,0,0,0,0,0,0,113,6984,1,"목돈만들기"
"18658630","test01",52,"시험용",1,179,"2017-04-28 23:49:13",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"18658630","test01",52,"시험용",1,179,"2017-04-28 23:49:13",1,1,8765,13,0,44,1,0,59,44,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"18658630","test01",52,"시험용",1,179,"2017-04-28 23:49:13",2,0,6000,5,0,105,0,14,0,105,0,0,0,0,2,5,5,0,0,0,"목돈만들기"
"60470346","test01",52,"시험용",1,78,"2017-04-28 23:49:49",2,0,4592,3,0,131,0,1110,0,173,0,0,0,0,1,3,0,0,0,0,"목돈만들기"
"60470346","test01",52,"시험용",1,78,"2017-04-28 23:49:49",3,0,803,4,5430,-101,0,475,0,-101,0,0,0,0,0,0,0,109,6289,1,"목돈만들기"
"60470346","test01",52,"시험용",1,78,"2017-04-28 23:49:50",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,6289,1,"목돈만들기"
"33630662","test01",29,"시험용",0,197,"2017-04-28 23:49:50",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"33630662","test01",29,"시험용",0,197,"2017-04-28 23:49:50",1,1,5703,5,0,96,0,230,0,100,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"33630662","test01",29,"시험용",0,197,"2017-04-28 23:49:50",2,0,4592,3,0,38,1,3582,0,173,0,0,0,0,1,3,0,0,0,0,"목돈만들기"
"33630662","test01",29,"시험용",0,197,"2017-04-28 23:49:50",3,0,16483,34,7815,14,7,3051,0,14,0,0,0,0,0,0,0,156,13445,1,"목돈만들기"
"33630662","test01",29,"시험용",0,197,"2017-04-28 23:49:50",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,13445,1,"목돈만들기"
"69605346","test01",22,"시험용",0,246,"2017-04-28 23:49:51",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"69605346","test01",22,"시험용",0,246,"2017-04-28 23:49:51",1,1,5087,9,0,39,1,0,51,39,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"69605346","test01",22,"시험용",0,246,"2017-04-28 23:49:51",2,0,4902,12,0,144,0,0,20875,27,0,0,0,0,1,12,0,0,0,0,"목돈만들기"
"69605346","test01",22,"시험용",0,246,"2017-04-28 23:49:51",3,0,26480,45,9069,14,11,3196,0,14,0,0,0,0,0,0,0,181,17206,1,"목돈만들기"
"69605346","test01",22,"시험용",0,246,"2017-04-28 23:49:51",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,17206,1,"목돈만들기"
"61967101","test01",50,"시험용",1,22,"2017-04-28 23:49:52",0,0,8463,11,0,12,4,6561,0,53,0,1,2152,26,0,0,0,0,0,0,"목돈만들기"
"61967101","test01",50,"시험용",1,22,"2017-04-28 23:49:52",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"61967101","test01",50,"시험용",1,22,"2017-04-28 23:49:52",2,0,4757,8,0,3,8,4424,0,43,0,0,0,0,1,8,0,0,0,0,"목돈만들기"
"61967101","test01",50,"시험용",1,22,"2017-04-28 23:49:52",3,0,10887,15,8369,3,9,4150,0,20,0,0,0,0,0,0,0,167,15106,1,"목돈만들기"
"61967101","test01",50,"시험용",1,22,"2017-04-28 23:49:52",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,15106,1,"목돈만들기"
"39585316","test01",45,"시험용",1,56,"2017-04-28 23:49:52",0,0,11007,14,0,24,3,5651,0,49,0,1,1582,23,0,0,0,0,0,0,"목돈만들기"
"39585316","test01",45,"시험용",1,56,"2017-04-28 23:49:52",1,1,6815,12,0,17,3,3772,0,38,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"39585316","test01",45,"시험용",1,56,"2017-04-28 23:49:53",2,0,5827,8,0,7,5,5049,0,52,0,0,0,0,2,8,11,0,0,0,"목돈만들기"
"39585316","test01",45,"시험용",1,56,"2017-04-28 23:49:53",3,0,6934,16,6840,7,2,381,0,8,0,0,0,0,0,0,0,137,10519,1,"목돈만들기"
"39585316","test01",45,"시험용",1,56,"2017-04-28 23:49:53",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,10519,1,"목돈만들기"
"68108230","test01",40,"시험용",1,254,"2017-04-28 23:49:53",0,0,3817,18,0,12,2,0,90,12,0,1,407,31,0,0,0,0,0,0,"목돈만들기"
"68108230","test01",40,"시험용",1,254,"2017-04-28 23:49:53",1,1,5487,7,0,60,1,0,24,60,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"68108230","test01",40,"시험용",1,254,"2017-04-28 23:49:53",2,0,8654,6,0,102,1,1122,0,117,0,0,0,0,4,6,9,0,0,0,"목돈만들기"
"68108230","test01",40,"시험용",1,254,"2017-04-28 23:49:53",3,0,10518,22,7321,17,3,920,0,14,0,0,0,0,0,0,0,146,11962,1,"목돈만들기"
"68108230","test01",40,"시험용",1,254,"2017-04-28 23:49:54",4,0,3533,5,0,62,0,0,2,62,0,0,0,0,0,0,0,146,11962,1,"목돈만들기"
"80582484","test01",29,"시험용",0,263,"2017-04-28 23:49:54",0,0,6508,19,0,18,2,128,0,18,0,0,1582,34,0,0,0,0,0,0,"목돈만들기"
"80582484","test01",29,"시험용",0,263,"2017-04-28 23:49:54",1,1,7606,12,0,42,1,88,0,42,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"80582484","test01",29,"시험용",0,263,"2017-04-28 23:49:54",2,0,6000,10,0,191,0,0,20537,43,0,0,0,0,2,10,10,0,0,0,"목돈만들기"
"80582484","test01",29,"시험용",0,263,"2017-04-28 23:49:54",3,0,6217,29,5898,5,8,2743,0,5,0,0,0,0,0,0,0,118,7694,1,"목돈만들기"
"80582484","test01",29,"시험용",0,263,"2017-04-28 23:49:54",4,0,1042,10,0,7,1,69,0,7,0,0,0,0,0,0,0,118,7694,1,"목돈만들기"
"73843996","test01",52,"시험용",1,221,"2017-04-28 23:49:54",0,0,5085,12,0,28,1,73,0,28,0,1,849,33,0,0,0,0,0,0,"목돈만들기"
"73843996","test01",52,"시험용",1,221,"2017-04-28 23:49:55",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"73843996","test01",52,"시험용",1,221,"2017-04-28 23:49:55",2,0,5827,5,0,147,0,0,2553,102,0,0,0,0,2,5,8,0,0,0,"목돈만들기"
"73843996","test01",52,"시험용",1,221,"2017-04-28 23:49:55",3,0,8600,12,8129,13,2,1219,0,13,0,0,0,0,0,0,0,163,14387,1,"목돈만들기"
"73843996","test01",52,"시험용",1,221,"2017-04-28 23:49:55",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,14387,1,"목돈만들기"
"15929261","test01",40,"시험용",1,238,"2017-04-28 23:49:55",0,0,9569,17,0,32,2,30,0,32,0,1,2152,21,0,0,0,0,0,0,"목돈만들기"
"15929261","test01",40,"시험용",1,238,"2017-04-28 23:49:55",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"15929261","test01",40,"시험용",1,238,"2017-04-28 23:49:55",2,0,5827,7,0,98,0,0,3174,63,0,0,0,0,2,7,10,0,0,0,"목돈만들기"
"15929261","test01",40,"시험용",1,238,"2017-04-28 23:49:55",3,0,16299,25,8462,22,4,2162,0,22,0,0,0,0,0,0,0,169,15386,1,"목돈만들기"
"15929261","test01",40,"시험용",1,238,"2017-04-28 23:49:56",4,0,6841,11,0,67,1,0,3777,43,0,0,0,0,0,0,0,169,15386,1,"목돈만들기"
"69017780","test01",55,"시험용",1,124,"2017-04-28 23:49:56",0,0,11392,10,0,58,1,3334,0,82,0,1,2152,35,0,0,0,0,0,0,"목돈만들기"
"69017780","test01",55,"시험용",1,124,"2017-04-28 23:49:56",1,1,886,3,0,33,0,9,0,33,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"69017780","test01",55,"시험용",1,124,"2017-04-28 23:49:56",2,0,4656,5,0,17,2,3687,0,82,0,0,0,0,1,5,0,0,0,0,"목돈만들기"
"69017780","test01",55,"시험용",1,124,"2017-04-28 23:49:56",3,0,186,1,5361,0,0,0,4937,0,0,0,0,0,0,0,0,107,6084,1,"목돈만들기"
"69017780","test01",55,"시험용",1,124,"2017-04-28 23:49:56",4,0,4096,9,0,17,2,1856,0,31,0,0,0,0,0,0,0,107,6084,1,"목돈만들기"
"61897333","test01",37,"시험용",0,80,"2017-04-28 23:49:57",0,0,9188,12,0,51,1,59,0,51,0,1,1582,32,0,0,0,0,0,0,"목돈만들기"
"61897333","test01",37,"시험용",0,80,"2017-04-28 23:49:57",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"61897333","test01",37,"시험용",0,80,"2017-04-28 23:49:57",2,0,4624,4,0,16,2,3964,0,112,0,0,0,0,1,4,0,0,0,0,"목돈만들기"
"61897333","test01",37,"시험용",0,80,"2017-04-28 23:49:57",3,0,3571,20,5545,1,12,1919,0,1,0,0,0,0,0,0,0,111,6634,1,"목돈만들기"
"61897333","test01",37,"시험용",0,80,"2017-04-28 23:49:57",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,6634,1,"목돈만들기"
"52889201","test01",50,"시험용",1,148,"2017-04-28 23:49:57",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"52889201","test01",50,"시험용",1,148,"2017-04-28 23:49:57",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"52889201","test01",50,"시험용",1,148,"2017-04-28 23:49:58",2,0,4828,10,0,52,1,0,2397,35,0,0,0,0,1,10,0,0,0,0,"목돈만들기"
"52889201","test01",50,"시험용",1,148,"2017-04-28 23:49:58",3,0,3177,9,6235,-15,0,1030,0,-15,0,0,0,0,0,0,0,125,8705,1,"목돈만들기"
"52889201","test01",50,"시험용",1,148,"2017-04-28 23:49:58",4,0,2226,6,0,45,0,0,1097,30,0,0,0,0,0,0,0,125,8705,1,"목돈만들기"
"80130878","test01",35,"시험용",0,233,"2017-04-28 23:49:58",0,0,12634,5,0,120,1,5793,0,222,0,1,1582,44,0,0,0,0,0,0,"목돈만들기"
"80130878","test01",35,"시험용",0,233,"2017-04-28 23:49:58",1,1,5294,12,0,30,1,0,76,30,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"80130878","test01",35,"시험용",0,233,"2017-04-28 23:49:58",2,0,4757,8,0,34,1,979,0,43,0,0,0,0,1,8,0,0,0,0,"목돈만들기"
"80130878","test01",35,"시험용",0,233,"2017-04-28 23:49:58",3,0,12976,27,7490,15,5,2480,0,15,0,0,0,0,0,0,0,150,12470,1,"목돈만들기"
"80130878","test01",35,"시험용",0,233,"2017-04-28 23:49:58",4,0,7891,10,0,34,2,3167,0,57,0,0,0,0,0,0,0,150,12470,1,"목돈만들기"
"99614930","test01",50,"시험용",1,68,"2017-04-28 23:49:59",0,0,11007,11,0,37,2,5143,0,69,0,1,1582,23,0,0,0,0,0,0,"목돈만들기"
"99614930","test01",50,"시험용",1,68,"2017-04-28 23:49:59",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"99614930","test01",50,"시험용",1,68,"2017-04-28 23:49:59",2,0,4656,5,0,10,3,4086,0,82,0,0,0,0,1,5,0,0,0,0,"목돈만들기"
"18658630","test01",52,"시험용",1,179,"2017-04-28 23:49:13",3,0,1154,5,5621,3,-11,0,3473,-68,0,0,0,0,0,0,0,112,6864,1,"목돈만들기"
"18658630","test01",52,"시험용",1,179,"2017-04-28 23:49:14",4,0,6603,11,0,0,0,6603,0,42,0,0,0,0,0,0,0,112,6864,1,"목돈만들기"
"70589537","test01",37,"시험용",0,74,"2017-04-28 23:49:14",0,0,7178,7,0,29,2,4514,0,78,0,1,1582,25,0,0,0,0,0,0,"목돈만들기"
"70589537","test01",37,"시험용",0,74,"2017-04-28 23:49:14",1,1,9318,8,0,21,3,6985,0,84,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"70589537","test01",37,"시험용",0,74,"2017-04-28 23:49:14",2,0,5884,7,0,8,5,5149,0,64,0,0,0,0,2,7,9,0,0,0,"목돈만들기"
"70589537","test01",37,"시험용",0,74,"2017-04-28 23:49:14",3,0,25935,32,9826,8,14,15709,0,26,0,0,0,0,0,0,0,197,19478,1,"목돈만들기"
"70589537","test01",37,"시험용",0,74,"2017-04-28 23:49:14",4,0,7669,13,0,8,6,6065,0,38,0,0,0,0,0,0,0,197,19478,1,"목돈만들기"
"29518038","test01",33,"시험용",0,185,"2017-04-28 23:49:15",0,0,3082,9,0,23,1,52,0,23,0,1,849,24,0,0,0,0,0,0,"목돈만들기"
"29518038","test01",33,"시험용",0,185,"2017-04-28 23:49:15",1,1,4863,14,0,22,2,0,47,22,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"29518038","test01",33,"시험용",0,185,"2017-04-28 23:49:15",2,0,7325,13,0,116,0,0,15939,37,0,0,0,0,3,13,15,0,0,0,"목돈만들기"
"29518038","test01",33,"시험용",0,185,"2017-04-28 23:49:15",3,0,28463,37,9909,22,8,3102,0,22,0,0,0,0,0,0,0,198,19728,1,"목돈만들기"
"29518038","test01",33,"시험용",0,185,"2017-04-28 23:49:15",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,19728,1,"목돈만들기"
"7175223","test01",21,"시험용",0,275,"2017-04-28 23:49:16",0,0,2290,12,0,13,1,0,37,13,0,1,407,31,0,0,0,0,0,0,"목돈만들기"
"7175223","test01",21,"시험용",0,275,"2017-04-28 23:49:16",1,1,6454,12,0,36,1,10,0,36,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"7175223","test01",21,"시험용",0,275,"2017-04-28 23:49:16",2,0,8767,3,0,213,0,3106,0,330,0,0,0,0,4,3,5,0,0,0,"목돈만들기"
"7175223","test01",21,"시험용",0,275,"2017-04-28 23:49:16",3,0,17349,42,7609,10,11,3727,0,10,0,0,0,0,0,0,0,152,12826,1,"목돈만들기"
"7175223","test01",21,"시험용",0,275,"2017-04-28 23:49:16",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,12826,1,"목돈만들기"
"84202124","test01",51,"시험용",1,167,"2017-04-28 23:49:17",0,0,10016,18,0,31,2,0,77,31,0,1,849,39,0,0,0,0,0,0,"목돈만들기"
"84202124","test01",51,"시험용",1,167,"2017-04-28 23:49:17",1,1,9663,8,0,74,1,1440,0,87,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"84202124","test01",51,"시험용",1,167,"2017-04-28 23:49:17",2,0,6000,3,0,30,1,5203,0,226,0,0,0,0,2,3,3,0,0,0,"목돈만들기"
"84202124","test01",51,"시험용",1,167,"2017-04-28 23:49:17",3,0,14693,17,9182,30,2,1255,0,28,0,0,0,0,0,0,0,184,17545,1,"목돈만들기"
"84202124","test01",51,"시험용",1,167,"2017-04-28 23:49:17",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,17545,1,"목돈만들기"
"76686369","test01",42,"시험용",1,127,"2017-04-28 23:49:18",0,0,17186,7,0,86,1,9287,0,187,0,1,2152,44,0,0,0,0,0,0,"목돈만들기"
"76686369","test01",42,"시험용",1,127,"2017-04-28 23:49:18",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"76686369","test01",42,"시험용",1,127,"2017-04-28 23:49:18",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"76686369","test01",42,"시험용",1,127,"2017-04-28 23:49:18",3,0,3295,15,5713,-3,-2,1658,0,-3,0,0,0,0,0,0,0,114,7139,1,"목돈만들기"
"76686369","test01",42,"시험용",1,127,"2017-04-28 23:49:18",4,0,3235,6,0,25,1,1389,0,44,0,0,0,0,0,0,0,114,7139,1,"목돈만들기"
